name,cho_per_100g,calories_per_100g,protein_per_100g,fat_per_100g,fiber_per_100g,is_vegan,is_vegetarian,is_gluten_free,is_lactose_free,food_group,typical_serving_size_g
Melone di melone,16.1,64,1.0,0.2,1.4,False,True,False,False,frutta,120
pantano giallo fritto,68.9,399,2.4,12.7,5.4,False,False,False,False,frutta,120
Rose canine (cinorrodonti),48.5,206,2.0,0.4,30.6,True,True,True,True,frutta,120
limoni,5.4,17,0.6,0.2,1.6,False,True,True,True,grassi,15
calce,7.1,20,0.5,0.1,1.9,True,True,True,True,proteine,90
melograno,26.4,117,2.4,1.6,5.6,True,True,True,False,carboidrati,100
Uva spina,15.3,66,1.3,0.9,6.5,True,True,True,True,frutta,120
pera asiatica,13.0,51,0.6,0.3,4.4,False,True,True,True,frutta,120
"abiyuchCity name (optional, probably does not need a translation)",40.1,157,3.4,0.2,12.1,True,True,True,True,dolcificanti,5
cornuto melone kiwano,15.8,92,3.7,2.6,0.0,False,True,True,False,frutta,120
insalata di noci di frutta mcdonalds,43.8,312,4.8,13.3,0.0,True,True,True,True,grassi,15
pompelmo,13.3,53,1.0,0.2,2.0,True,True,True,True,dolcificanti,5
cachi giapponesi,31.2,118,1.0,0.3,6.0,False,False,False,False,carboidrati,100
Lamponi selvatici,18.0,81,1.5,0.4,9.8,False,True,False,False,dolcificanti,5
mela rosa signora,3.9,18,0.1,0.1,0.0,True,True,True,True,frutta,120
ciliege maraschino,2.1,8,0.06,0.083,0.2,False,False,True,False,frutta,120
Ribes nero,17.2,71,1.6,0.5,0.0,True,True,True,True,verdura,80
plantain cotto,48.0,179,1.2,0.3,3.5,True,True,True,True,grassi,15
mela granchio,21.9,84,0.4,0.3,0.0,True,True,True,True,frutta,120
pom potes materne,0.2,19,0.0,0.2,0.0,True,False,True,True,proteine,90
mela,25.1,95,0.5,0.3,4.4,True,True,True,True,frutta,120
melone di melone,14.4,60,1.5,0.3,1.6,False,True,False,False,frutta,120
pera piccante cotta,1.6,7,0.091,0.043,0.0,True,True,True,True,frutta,120
guava,7.9,37,1.4,0.5,3.0,True,True,True,True,frutta,120
"More di gelso (nero, verde e bianco)",0.9,4,0.01,0.069,0.2,False,False,True,True,dolcificanti,5
persimmone giapponese essiccato,25.0,93,0.5,0.2,4.9,False,False,False,False,dolcificanti,5
anguria,21.6,86,1.7,0.4,1.1,True,True,True,True,frutta,120
More di rovo,26.7,106,1.0,0.7,10.2,True,True,True,True,frutta,120
kumquat,3.0,13,0.4,0.2,1.2,True,True,True,True,frutta,120
buccia d'arancia,1.5,6,0.093,0.017,0.6,False,False,False,True,frutta,120
porri di mirtillo cotti,5.1,33,3.8,0.7,2.5,False,False,False,True,dolcificanti,5
frutta a guscio,59.7,227,2.4,0.5,10.8,False,False,True,True,frutta,120
pera,27.1,101,0.6,0.2,5.5,True,True,True,True,frutta,120
ciliegie acide,12.5,52,1.0,0.3,1.6,True,True,True,True,proteine,90
plantain grezzo,57.1,218,2.3,0.6,3.0,True,True,True,True,grassi,15
"More di rovo, congelate",23.7,97,1.8,0.6,7.6,False,False,False,True,frutta,120
Ciliegie,1.3,5,0.068,0.056,0.2,True,True,True,True,frutta,120
plantain fritto,2.6,16,0.023,0.6,0.2,True,True,True,True,frutta,120
Castagne e marroni,5.7,26,0.9,0.3,2.4,False,True,True,True,frutta,120
chayote cotto,7.2,35,1.0,0.8,4.5,False,False,False,False,frutta,120
dippers di mela mcdonalds,8.2,33,0.0,0.0,0.0,True,True,True,True,frutta,120
pompelmo bianco,19.8,78,1.6,0.2,2.6,False,False,True,False,dolcificanti,5
cherimoya,41.6,176,3.7,1.6,7.1,True,True,True,True,carboidrati,100
palle di melone,13.7,57,1.5,0.4,1.2,False,False,False,False,frutta,120
mela dorata deliziosa,14.8,62,0.3,0.2,2.6,True,False,False,False,frutta,120
pokeberry germogli crudi,5.9,37,4.2,0.6,2.7,True,True,True,True,condimenti,10
mirtilli rossi,5.4,21,0.2,0.014,1.6,True,True,True,False,grassi,15
mela cotogna,14.1,52,0.4,0.012,1.7,True,True,True,True,frutta,120
chayote crudo,6.0,25,1.1,0.2,2.2,False,False,True,True,frutta,120
arancione con buccia,24.6,100,2.1,0.5,7.2,False,False,False,True,dolcificanti,5
strokecherries,51.8,249,4.7,2.6,30.8,True,True,True,True,carboidrati,100
mango,50.3,202,2.8,1.3,5.4,True,True,True,True,frutta,120
Susina selvatica,35.3,147,0.7,0.3,9.7,True,True,False,False,verdura,80
"jeijoaCity name (optional, probably does not need a translation)",37.0,148,1.7,1.0,15.6,True,True,True,True,verdura,80
ciliege,15.7,74,2.7,1.0,0.0,True,True,True,True,condimenti,10
pesca,0.0,30,0.0,0.1,0.0,True,False,True,True,frutta,120
persimmone,8.4,32,0.2,0.1,0.0,True,True,True,True,verdura,80
Uve,0.9,3,0.045,0.044,0.087,True,True,True,True,proteine,90
rambutan in scatola,44.7,175,1.4,0.4,1.9,True,True,True,True,carboidrati,100
fichi in scatola,3.8,14,0.1,0.039,0.6,False,True,True,False,frutta,120
prugne secche in scatola,65.1,246,2.0,0.5,8.9,False,False,True,False,frutta,120
ananassi in scatola,7.4,28,0.2,0.05,0.4,False,True,False,False,frutta,120
prugne secche in scatola,7.0,27,0.2,0.075,0.4,False,False,True,False,frutta,120
Cavolfiori in scatola,23.8,92,1.5,0.1,1.7,False,True,True,False,dolcificanti,5
cocktail alla frutta in scatola,28.1,109,1.1,0.053,2.4,True,True,True,False,frutta,120
ciliegie acide in scatola,48.6,189,1.9,0.3,2.0,False,True,True,True,condimenti,10
mangosteen in scatola,35.1,143,0.8,1.1,3.5,True,True,True,True,frutta,120
succo di albicocche,30.1,117,1.5,0.07,3.9,False,False,False,True,dolcificanti,5
fragole in scatola,59.8,234,1.4,0.7,4.3,True,True,True,True,frutta,120
pesca in scatola,28.9,110,1.6,0.094,3.3,True,False,True,False,frutta,120
macedonia di frutta in scatola,32.5,125,1.3,0.008,2.5,True,True,True,True,frutta,120
Uva spina in scatola,47.3,184,1.6,0.5,6.0,True,True,True,True,frutta,120
in scatola di pompelmo,22.3,88,1.4,0.2,1.0,False,False,True,False,dolcificanti,5
pera in scatola,9.8,38,0.3,0.001,1.2,False,True,True,True,frutta,120
lamponi in scatola,59.8,233,2.1,0.3,8.4,True,True,True,False,dolcificanti,5
papaya in scatola,21.8,80,0.001,0.2,0.6,True,True,True,True,frutta,120
uve in scatola,25.2,98,1.2,0.3,1.5,True,True,True,True,dolcificanti,5
mela essiccata,39.1,145,0.6,0.2,5.1,True,True,False,False,frutta,120
pesco essiccato,50.8,199,3.0,0.6,7.0,False,False,True,False,frutta,120
chip di plantain,18.1,150,0.6,8.4,1.0,True,True,True,True,grassi,15
Uva passa dorata,131.2,498,5.6,0.8,6.6,True,True,True,True,frutta,120
uva passa seminata,129.5,488,4.2,0.9,11.2,True,True,True,True,frutta,120
ribes zante essiccato,106.7,408,5.9,0.4,9.8,False,False,True,False,carboidrati,100
pera essiccata,25.1,94,0.7,0.2,2.7,True,False,True,False,frutta,120
uva passa,23.8,90,1.0,0.056,1.4,True,True,True,True,frutta,120
prugne secche,81.5,308,2.7,0.5,9.4,False,False,True,True,frutta,120
mirtilli rossi secchi,98.8,370,0.053,1.6,6.8,False,False,True,False,grassi,15
fichi secchi,5.4,21,0.3,0.008,0.8,True,False,True,False,frutta,120
Longan essiccati,1.3,5,0.027,0.091,0.0,False,True,True,False,grassi,15
patatine fritte di banana,16.5,147,0.7,9.5,2.2,False,False,True,True,frutta,120
litchi essiccati,1.8,7,0.01,0.003,0.1,False,False,True,False,dolcificanti,5
albicocca essiccata,4.4,17,0.2,0.015,0.5,True,True,True,True,frutta,120
"LonganCity name (optional, probably does not need a translation)",0.5,2,0.009,0.076,0.071,True,True,True,True,verdura,80
mameyclofen,56.2,217,2.5,0.8,9.5,True,True,True,True,carboidrati,100
ceragourata cotta,4.3,19,0.7,0.4,1.8,False,False,False,False,frutta,120
jackfruit,8.1,33,0.6,0.2,0.5,True,True,True,True,frutta,120
loquat,2.4,9,0.09,0.071,0.3,True,True,True,True,dolcificanti,5
mamma mela mamey,105.8,431,4.2,4.2,25.4,True,True,True,True,frutta,120
nance,19.0,82,0.7,1.3,8.4,True,True,True,True,proteine,90
cocco intero cocco,0.0,3336,0.0,71.5,0.0,False,False,False,False,grassi,15
pera spinacea,9.9,42,0.8,0.5,3.7,True,False,True,True,frutta,120
litchi,1.6,6,0.024,0.016,0.1,True,True,True,False,frutta,120
polpa di naranjilla lulo,7.1,30,0.5,0.3,1.3,False,False,True,False,dolcificanti,5
carne di cocco essiccata,6.7,187,1.9,18.3,4.6,True,True,False,False,proteine,90
ceragourata cruda,4.0,17,0.5,0.3,3.8,False,False,True,False,frutta,120
surinam ciliegia pitanga,0.5,2,0.045,0.059,0.0,True,False,True,True,frutta,120
Frutti della passione,4.2,17,0.4,0.1,1.9,True,True,True,True,dolcificanti,5
sapodilla,33.9,141,0.7,1.9,9.0,False,True,False,False,verdura,80
pummelo,12.0,48,1.0,0.06,1.3,False,True,True,True,carboidrati,100
carni di cocco,60.5,1405,13.2,133.0,35.7,False,False,False,False,grassi,15
amarena,37.9,149,2.3,0.7,7.4,True,True,False,True,grassi,15
papaya,15.7,62,0.7,0.4,2.5,True,True,True,True,frutta,120
acerola ciliegia,0.4,2,0.079,0.052,0.077,True,True,True,True,frutta,120
bacche di ohelo,9.6,39,0.5,0.3,0.0,True,True,True,True,dolcificanti,5
More di rovo,19.1,81,2.2,0.5,7.8,True,True,True,True,frutta,120
melone di casaba,11.2,48,1.9,0.2,1.5,False,False,False,False,frutta,120
durian,9.5,51,0.5,1.9,1.3,True,True,True,True,verdura,80
foglie di coriandolo crude,0.6,4,0.3,0.086,0.4,False,False,True,True,condimenti,10
Barbaforte/rafano/cren,0.5,3,0.2,0.062,0.063,True,True,True,True,carboidrati,100
pasilla peperoncino essiccato,3.6,24,0.9,1.1,1.9,False,False,False,False,condimenti,10
prezzemolo essiccato,0.3,1,0.1,0.096,0.1,True,True,True,False,carboidrati,100
peperoncino essiccato,8.7,48,2.0,1.4,3.7,False,False,True,True,condimenti,10
Semi di coriandolo,1.0,5,0.2,0.3,0.8,False,False,False,False,grassi,15
erbaccia di aneto secca,55.8,253,20.0,4.4,13.6,False,False,False,False,carboidrati,100
borragine,2.7,19,1.6,0.6,0.0,True,True,True,True,dolcificanti,5
epazoto,0.094,0,0.059,0.06,0.051,False,False,True,False,carboidrati,100
erba cipollina essiccata,0.1,1,0.013,0.055,0.041,True,True,False,False,verdura,80
timo fresco,0.2,1,0.091,0.068,0.1,False,True,False,False,dolcificanti,5
butterbur,0.5,4,0.1,0.2,0.0,True,True,True,True,frutta,120
radice di wasabi,30.6,142,6.2,0.8,10.1,True,True,True,True,frutta,120
Rosmarino essiccato,0.8,4,0.081,0.2,0.5,False,True,True,False,verdura,80
radice di zenzero,0.4,2,0.068,0.028,0.058,False,False,True,True,grassi,15
Pepe bianco,1.6,7,0.2,0.0,0.6,False,False,True,True,condimenti,10
chiodi di garofano macinati,1.4,6,0.1,0.3,0.7,False,False,True,True,dolcificanti,5
paprika,3.7,19,1.0,0.9,2.4,True,True,True,False,frutta,120
macis,2.7,25,0.4,1.7,1.1,True,True,True,True,grassi,15
foglia di alloro,0.4,2,0.086,0.042,0.2,False,True,True,False,grassi,15
"eppawCity name (optional, probably does not need a translation)",31.7,150,4.6,1.8,0.0,True,True,True,True,proteine,90
Dragoncello essiccato,0.3,2,0.1,0.047,0.038,True,True,True,False,carboidrati,100
Macinato di zenzero,1.3,6,0.2,0.043,0.3,False,False,True,True,dolcificanti,5
Terreno salato,1.0,4,0.074,0.029,0.6,False,True,True,False,dolcificanti,5
Pepe nero,1.5,6,0.2,0.006,0.6,True,True,True,True,condimenti,10
menta di lancia fresca,0.5,3,0.2,0.089,0.4,True,False,True,True,frutta,120
Condimento a base di pollame,2.9,14,0.4,0.3,0.5,False,False,True,True,condimenti,10
macinato di noce moscata,1.1,12,0.1,0.8,0.5,False,False,True,True,dolcificanti,5
curry in polvere,3.7,20,0.8,0.9,2.1,True,True,True,True,verdura,80
menta piperita,0.2,1,0.038,0.004,0.1,True,True,True,True,grassi,15
sale,0.0,0,0.0,0.0,0.0,True,True,True,True,condimenti,10
foglie di coriandolo essiccate,0.3,2,0.1,0.098,0.095,False,False,True,False,dolcificanti,5
Salvia macinata,0.4,2,0.058,0.046,0.3,True,True,True,True,frutta,120
aglio in polvere,2.3,10,0.5,0.029,0.3,True,True,False,True,grassi,15
erba di aneto fresca,0.6,4,0.3,0.063,0.2,False,False,False,False,frutta,120
cardamomo,1.4,6,0.2,0.1,0.6,False,False,True,True,dolcificanti,5
zafferano,0.5,2,0.071,0.092,0.002,False,True,True,False,frutta,120
Tutte le spezie macinate,1.4,5,0.1,0.2,0.4,True,True,True,True,condimenti,10
prezzemolo fresco,0.2,1,0.1,0.078,0.1,True,True,True,True,dolcificanti,5
origano essiccato,68.9,265,9.0,4.3,42.5,False,False,True,False,verdura,80
maggiorana secca,1.0,5,0.2,0.1,0.7,False,False,True,False,carboidrati,100
erba cipollina cruda,0.1,1,0.03,0.088,0.044,True,True,False,False,verdura,80
Foglie di canna da sparo,4.4,24,1.1,0.6,2.4,True,True,True,True,grassi,15
Rosmarino fresco,0.1,1,0.005,0.1,0.012,True,True,True,True,verdura,80
aglio,0.9,4,0.2,0.026,0.064,True,True,False,True,grassi,15
terra di cannella,2.1,6,0.1,0.044,1.4,True,True,True,True,dolcificanti,5
chervile essiccato,0.9,5,0.4,0.002,0.2,False,False,True,False,carboidrati,100
Pepe di caienna,0.2,1,0.039,0.094,0.052,False,False,False,True,condimenti,10
curcuma,1.4,8,0.2,0.2,0.5,True,True,True,True,frutta,120
senape,0.3,3,0.2,0.2,0.2,True,True,False,False,condimenti,10
peperoncino in polvere,1.3,8,0.4,0.4,0.9,True,True,True,True,condimenti,10
timo essiccato,63.9,276,9.1,7.4,37.0,False,False,True,False,carboidrati,100
menta di lancia secca,0.3,1,0.094,0.018,0.1,True,False,False,False,verdura,80
basilico essiccato,0.3,2,0.2,0.027,0.3,False,False,True,False,dolcificanti,5
tarassaco cotto,6.7,35,2.1,0.6,3.0,False,False,False,False,carboidrati,100
basilico fresco,0.2,2,0.2,0.089,0.1,False,False,True,True,dolcificanti,5
aggancia,4.3,29,2.7,0.9,3.9,False,True,False,True,dolcificanti,5
Barbaforte/rafano/cren,5.1,31,2.6,0.8,0.9,True,True,True,True,carboidrati,100
polvere di cipolla,1.9,8,0.2,0.024,0.4,True,False,True,False,verdura,80
tarassaco crudo,5.1,25,1.5,0.4,1.9,False,False,False,False,carboidrati,100
"yokanCity name (optional, probably does not need a translation)",8.5,36,0.5,0.022,0.0,True,True,True,True,verdura,80
fave cotte,33.4,187,12.9,0.7,9.2,True,True,True,True,frutta,120
fagioli francesi crudi,118.0,631,34.6,3.7,46.4,True,True,True,True,proteine,90
ceci in scatola,57.0,352,17.8,7.0,0.0,False,True,False,False,proteine,90
fagioli gialli cotti,44.7,255,16.2,1.9,18.4,False,False,False,False,proteine,90
fagioli munghi cotti,38.7,212,14.2,0.8,15.4,False,True,True,True,proteine,90
Fagioli bianchi in scatola,55.5,299,19.0,0.8,12.6,False,True,True,True,proteine,90
fagioli rosa cotti,47.2,252,15.3,0.8,9.0,True,True,True,True,proteine,90
fagioli rosa crudi,134.8,720,44.0,2.4,26.7,True,True,True,True,proteine,90
fagioli navy crudi,126.4,701,46.4,3.1,50.8,True,True,True,True,proteine,90
fagiolini cotti,9.9,44,2.4,0.4,4.0,False,True,False,True,verdura,80
Cowpeas a occhi neri crudi,27.3,131,4.3,0.5,7.3,False,False,False,True,carboidrati,100
edamame cotto,13.8,189,18.5,8.1,8.1,False,False,False,False,carboidrati,100
cowpeas a occhi neri cotti,33.5,160,5.2,0.6,8.3,False,False,False,True,grassi,15
Fave giacinto cotte,40.2,227,15.8,1.1,0.0,False,False,False,False,frutta,120
cowpeas in scatola,32.7,185,11.4,1.3,7.9,False,True,True,True,carboidrati,100
fagioli pinto cotti,44.8,245,15.4,1.1,15.4,False,False,False,True,proteine,90
fagioli alati cotti,25.7,253,18.3,10.0,0.0,True,True,True,True,proteine,90
pintofagioli crudi,120.7,670,41.3,2.4,29.9,True,False,True,True,proteine,90
Tartaruga nera cruda,116.4,624,39.1,1.7,28.5,True,False,True,True,carboidrati,100
fave crude,87.4,512,39.2,2.3,37.5,True,True,True,True,condimenti,10
fagioli di lima in scatola,35.9,190,11.9,0.4,11.6,True,False,True,False,proteine,90
fave di giacinto crude,127.6,722,50.2,3.5,53.8,False,False,True,False,condimenti,10
Fagioli bianchi crudi,121.7,673,47.2,1.7,30.7,True,True,True,True,proteine,90
fagiolini in scatola,15.4,66,3.5,0.4,6.6,True,True,True,True,verdura,80
fagioli navy in scatola,53.6,296,19.7,1.1,13.4,True,True,True,True,proteine,90
fagioli munghi crudi,129.6,718,49.4,2.4,33.7,True,True,True,True,proteine,90
adzuki fagioli crudi,123.9,648,39.1,1.0,25.0,True,True,True,False,proteine,90
Tartaruga nera cotta,45.0,241,15.1,0.6,15.4,True,False,True,False,frutta,120
lenticchie rosa crude,113.6,662,47.9,4.2,20.7,True,True,True,True,proteine,90
fagioli gialli crudi,119.0,676,43.1,5.1,49.2,True,True,True,False,proteine,90
Fagioli bianchi cotti,44.9,249,17.4,0.6,11.3,True,False,True,True,proteine,90
lenticchie crude,115.4,678,49.5,2.0,58.6,True,True,True,True,proteine,90
fagioli di mirtillo cotto,43.3,241,16.5,0.8,17.7,False,False,True,True,proteine,90
ceci crudi,121.3,728,38.6,12.1,34.8,True,False,True,False,proteine,90
lenticchie cotte,39.9,230,17.9,0.8,15.6,True,True,True,True,proteine,90
fagioli al forno in scatola,53.7,239,12.1,0.9,10.4,False,False,True,True,proteine,90
fagioli di mirtillo rosso in scatola,39.3,216,14.4,0.7,16.4,False,False,True,False,proteine,90
fagioli neri cotti,40.8,227,15.2,0.9,15.0,False,True,False,True,proteine,90
fagioli di lima cotti,39.3,216,14.7,0.7,13.2,False,False,True,True,proteine,90
fagioli mungo crudi,122.1,706,52.2,3.4,37.9,True,True,True,True,proteine,90
piselli piccioni crudi,128.7,703,44.5,3.1,30.8,False,False,True,False,dolcificanti,5
fave in scatola,31.8,182,14.0,0.6,9.5,False,True,True,False,frutta,120
fagiolini gialli snap crudi,7.1,31,1.8,0.1,3.4,True,True,True,True,verdura,80
favette crude,7.0,31,1.8,0.2,2.7,True,True,True,True,frutta,120
fagiolini gialli in scatola,8.4,36,1.9,0.2,3.6,True,True,False,False,verdura,80
piselli piccioni cotti,39.1,203,11.4,0.6,11.3,False,False,True,True,dolcificanti,5
catjang cowpeas crudi,99.6,573,39.8,3.5,17.9,False,False,True,True,proteine,90
fagioli navy cotti,47.4,255,15.0,1.1,19.1,True,True,True,True,proteine,90
Fave crude,120.6,672,45.0,3.2,0.0,True,True,True,True,condimenti,10
cowpeas cotto,14.5,81,5.4,0.4,4.6,False,False,False,False,carboidrati,100
Fave cotte,37.1,207,13.8,1.0,0.0,True,True,True,True,frutta,120
fagioli francesi cotti,42.5,228,12.5,1.3,16.6,True,True,True,True,proteine,90
Lima fave crude,112.8,602,38.2,1.2,33.8,True,False,True,True,frutta,120
fagioli alati crudi,75.9,744,54.0,29.7,47.1,True,True,True,True,proteine,90
adzuki fagioli cotti,57.0,294,17.3,0.2,16.8,False,False,False,False,proteine,90
fagioli neri crudi,121.0,662,41.9,2.8,30.1,True,True,True,True,proteine,90
catjang cowpeas cotto,34.7,200,13.9,1.2,6.2,False,False,False,True,frutta,120
fagioli di Lima del bambino cotti,35.0,189,12.0,0.5,10.8,False,False,False,True,proteine,90
cowpeas crudi,8.9,41,3.1,0.3,3.1,True,True,True,True,frutta,120
fagioli di shallie in scatola,15.2,74,4.3,0.5,8.3,True,True,True,True,proteine,90
yardlong fave crude,103.4,579,40.6,2.2,18.4,True,True,True,True,condimenti,10
fagiolini in scatola,36.4,197,11.0,1.3,11.0,True,True,True,True,verdura,80
ceci cotti,45.0,269,14.5,4.2,12.5,False,False,False,False,proteine,90
fagioli di mirtillo rosso crudi,117.1,653,44.9,2.4,48.2,False,False,True,False,proteine,90
fagioli mungo cotti,33.0,189,13.6,1.0,11.5,False,False,True,True,proteine,90
Tamarindo,1.3,5,0.057,0.013,0.1,False,True,True,False,dolcificanti,5
fagiolini gialli cotti,9.9,44,2.4,0.4,4.1,False,True,False,False,verdura,80
iardalong beans cooted,36.1,202,14.2,0.8,6.5,True,True,True,True,condimenti,10
bistecca di manzo di pancetta,0.2,146,8.2,12.5,0.0,True,True,True,True,proteine,90
Argille crude,0.0,912,85.8,60.7,0.0,True,True,True,True,condimenti,10
bacon,0.2,106,3.3,10.2,0.0,True,True,True,True,proteine,90
costolette di agnello cotte,0.0,915,53.9,76.0,0.0,True,True,True,False,dolcificanti,5
stinco d'agnello greggio,0.0,912,84.3,61.2,0.0,True,True,False,False,dolcificanti,5
scrapple,4.0,60,2.3,3.9,0.052,True,True,True,True,grassi,15
pepite di pollo,3.0,61,3.2,4.1,0.2,True,True,True,False,proteine,90
agnello tritato cotto,0.0,886,77.5,61.5,0.0,True,True,False,False,dolcificanti,5
carni di agnello cotte,0.0,678,63.8,45.0,0.0,True,True,False,False,dolcificanti,5
estensore di carne,33.7,275,33.5,2.6,15.4,True,True,True,False,proteine,90
gamba d'agnello cruda,0.0,1043,81.2,77.4,0.0,True,True,False,False,carboidrati,100
lombo d'agnello cotto,0.0,202,16.1,14.8,0.0,True,True,False,False,dolcificanti,5
pollo patty,7.7,172,8.9,11.7,0.2,True,True,True,True,proteine,90
stinco d'agnello arrostito,0.0,605,71.0,33.5,0.0,True,True,False,True,dolcificanti,5
Polpettone per barbecue,1.5,40,3.6,2.0,0.0,True,True,True,True,verdura,80
Lombata di agnello cotta,0.0,765,64.5,54.2,0.0,True,True,False,False,dolcificanti,5
